"yearOfStart","CurrentState","sizeOfsite"
2013,"Out",81.62
2005,"Out",0
2012,"In",34.41
2003,"Out",38.6
2007,"In",157.6
2003,"Out",0
1999,"Out",159.81
1983,"Out",174.2
1994,"In",104.68
2012,"In",130.2
1999,"Out",46.66
2014,"In",31.68
2007,"Out",23
2008,"In",58.1
2006,"Out",181.08
2003,"Out",29.3
2011,"In",79.66
2011,"Out",56
2011,"Out",10.44
2014,"In",6.9
2011,"Out",146.3
2014,"In",63
2011,"Out",190.27
2011,"In",24.18
2014,"In",70.98
2013,"In",226
2013,"In",147
2014,"In",32.7
2013,"In",44.08
2013,"Out",40.56
2007,"Out",31.82
2006,"Out",58.71
2009,"Out",39.6
2007,"Out",59.21
2005,"In",12
2013,"In",64.45
2007,"In",167.96
2010,"In",23.09
2006,"In",79.33
2013,"In",449.98
2014,"In",299.9
2012,"In",49.12
2014,"In",258.17
2010,"In",64.48
2012,"In",51
2011,"In",11.5
2013,"In",4.94
2009,"Out",21.93
2010,"In",59.48
2013,"In",31.9
1991,"Out",119.36
2014,"In",25.84
2008,"Out",30.7
2005,"Out",130.23
2005,"In",11.7
2009,"In",12.8
2014,"In",23.6
2014,"In",82.15
2010,"In",223.76
2014,"In",22.8
2013,"In",43.1
2008,"Out",41.58
1985,"In",151.43
2014,"In",63.99
2000,"Out",133.12
2014,"In",79.82
2009,"In",13.82
2014,"In",73.16
2012,"In",86.82
2011,"Out",32.4
2014,"In",65
2008,"Out",0
2005,"Out",61.15
2013,"In",36
2010,"Out",131.5
2012,"In",25.15
2010,"Out",33.44
2014,"In",62.73
2011,"In",92.92
2010,"In",51.84
2014,"In",44
2012,"In",74.8
2005,"Out",87.48
2010,"In",40.8
2008,"Out",147.6
2010,"Out",13.2
2007,"Out",0
2007,"Out",40.7
2013,"In",35.42
2014,"In",30
2012,"Out",46.55
2014,"In",83.9
2011,"In",138.94
2012,"Out",8.5
2003,"In",5.61
2007,"Out",94.11
2014,"In",39.6
2010,"Out",47.6
2012,"In",40.56
2009,"In",12.24
2012,"In",81.71
2005,"Out",3.4
2014,"In",0
2010,"In",39.2
2004,"Out",19.18
2013,"In",28.86
2014,"In",21.78
2008,"Out",60.69
2014,"In",8
2011,"In",12
2005,"In",5.4
2012,"In",25.33
2002,"Out",17.4
2013,"Out",25
2013,"In",15.2
2014,"In",30.72
2003,"Out",26.4
2012,"In",7.59
2014,"In",71.4
2013,"In",19.5
2011,"In",45.6
2013,"In",105.52
2014,"In",50
2014,"In",27.97
2006,"Out",49.53
2004,"Out",45.44
2014,"In",124.24
2012,"In",43.29
2013,"In",83.3
2011,"Out",24.5
2013,"In",50.2
2014,"In",105.84
2009,"In",13.2
2009,"Out",79.1
2014,"In",73.3
2014,"In",53.71
2012,"In",26.41
2010,"Out",35.64
2004,"Out",67.28
2012,"Out",199.08
2010,"Out",24
2011,"Out",50.67
2013,"Out",37.67
2012,"In",35.65
2014,"In",32.26
2012,"In",59.88
2008,"Out",31
2013,"In",58.82
2012,"In",23
2007,"Out",6
2009,"Out",49.35
2012,"In",59.54
2010,"In",80.26
2011,"In",102.3
2011,"In",92.4
2010,"In",82
2011,"In",46.07
2013,"In",122.88
2012,"Out",38.7
2014,"In",10
2010,"In",231
2010,"Out",397.36
2008,"In",187.2
2004,"In",58.48
2012,"In",53.04
2014,"In",19.38
2014,"In",75.9
2012,"In",64.4
2013,"In",56.48
2014,"In",28.22
2009,"Out",21
2012,"In",200.3
2014,"In",126.49
2014,"In",37.67
2011,"Out",27.9
2014,"In",82.68
2003,"Out",27.01
2011,"Out",37.26
2008,"Out",41.31
2001,"Out",23.12
2000,"Out",37.84
2003,"Out",44.1
2003,"Out",8.25
2003,"Out",6
2003,"Out",129.92
2013,"In",82.23
2004,"Out",31.92
2003,"Out",21.12
2013,"In",21.73
2002,"In",23.01
2002,"Out",20.79
2001,"In",14.88
2004,"Out",75.2
2005,"Out",66
2003,"Out",26.4
2006,"Out",54.94
2004,"Out",12.6
2006,"Out",39.12
2013,"In",35
2011,"Out",27
2013,"Out",48.48
2005,"Out",73.78
2014,"In",25.88
2013,"In",56
2009,"In",90.96
2013,"In",88.8
2011,"In",39.6
2014,"In",102
2011,"In",26.4
2011,"Out",5
2013,"In",45.58
2004,"Out",25.3
2003,"Out",23.94
2012,"In",65.2
2003,"Out",26.84
2003,"Out",0
2013,"In",40.17
2011,"In",16.1
2009,"Out",21.58
2013,"In",6
2010,"Out",36.03
2012,"In",34
2012,"In",36.74
2008,"In",88.48
2006,"Out",67.03
2008,"Out",20.77
2006,"Out",42.68
2011,"In",117.35
2012,"In",51.75
2013,"In",52.01
2010,"Out",41.32
2011,"In",83.77
2012,"Out",48
2010,"In",39.71
2010,"In",38.6
2004,"Out",0
2014,"In",94.9
2012,"In",32.28
2011,"Out",32.28
2010,"In",98
2004,"Out",0
2009,"Out",10.43
2012,"In",104.02
2004,"Out",0
2002,"Out",161.7
2007,"Out",16.53
2009,"Out",47.97
2012,"In",62.58
2013,"In",82.5
2012,"In",26
2014,"In",18
2012,"Out",0
2009,"In",29.7
2009,"Out",31.35
2014,"In",21.58
2013,"Out",36.72
2013,"In",35.39
2014,"In",23.4
2013,"In",42.2
2014,"In",0
2009,"In",62.29
2014,"In",24.9
2013,"In",9.76
2006,"In",18.15
2011,"In",40.71
2009,"Out",80
2008,"Out",10.56
2013,"Out",68
2010,"In",21.78
2013,"In",37.62
2009,"In",39.16
2013,"In",84.72
2011,"In",33.13
2014,"In",38.8
2014,"In",22.23
2014,"In",40.32
2011,"In",21.7
2013,"In",120
2014,"In",41.94
2011,"Out",36.46
2012,"In",25.4
2007,"Out",57.12
2014,"In",52.9
2012,"In",160
2004,"In",59.25
2013,"Out",63.5
2009,"Out",66
2014,"In",72.02
2011,"In",51.19
2014,"In",6
2011,"Out",33.3
2014,"In",54.9
2014,"In",59.3
2013,"In",31.64
2011,"In",26.16
2014,"Out",26.4
2010,"Out",0
2014,"In",97
2014,"In",163.15
2013,"In",124.1
2014,"In",63.62
2014,"In",137.61
2014,"In",311.34
2014,"In",112.27
2013,"In",93.56
2014,"In",88.4
2014,"In",77.64
2013,"In",92.68
2008,"Out",0
2011,"Out",38.5
2011,"In",37.17
2012,"In",58.8
2012,"In",42
2010,"In",28.38
2010,"Out",46.28
2014,"In",89.4
2010,"In",26.88
2013,"In",29.37
2009,"Out",28.1
2010,"In",53.96
2007,"In",32.76
2013,"In",75.98
2010,"Out",0
2012,"Out",99.82
2011,"In",84.66
2013,"In",31.56
2013,"In",64.89
2007,"In",23.04
2010,"Out",99.17
2013,"In",42
2014,"Out",75.5
2011,"In",27.72
2014,"In",95.68
2010,"In",26.4
2012,"In",26.81
2014,"In",56
2013,"In",50
2014,"In",184.84
2011,"Out",27.5
2007,"Out",7.6
2010,"In",25.51
2009,"In",68.64
2006,"Out",17.5
2012,"In",29
2014,"In",26.4
2008,"Out",21.6
2014,"In",116.98
2013,"In",102.87
2010,"Out",110.3
2010,"In",68
2014,"In",38.88
2010,"In",24
2013,"Out",24.95
2012,"In",41.31
2010,"Out",37.95
2014,"In",64.21
2012,"In",66
2014,"In",38.3
2014,"In",56.16
2010,"In",82.5
2013,"In",14.88
2014,"Out",110.52
2010,"In",46.8
2014,"In",82.5
2014,"In",30
2013,"In",166.45
2012,"In",66
2014,"In",64.44
2014,"In",38.61
2010,"In",44.52
2011,"In",54.06
2014,"In",67.28
2011,"In",59.4
2014,"In",26
2011,"In",35.35
2012,"In",89
2009,"Out",42.12
2009,"In",46.28
2011,"Out",52
2013,"In",59.2
2012,"In",31.88
2009,"In",33
2012,"In",33
2013,"In",23.12
2012,"In",99.51
2009,"Out",40.37
2010,"In",59.4
2012,"In",61.95
2014,"In",58.18
2012,"Out",105.04
2013,"In",18
2013,"In",33.88
2011,"In",79.5
2014,"In",9.57
2012,"In",48.5
2013,"In",99.61
2013,"In",52.97
2011,"In",27.22
2014,"In",70.2
2009,"Out",33.6
2011,"Out",40
2013,"In",49.4
2013,"In",42.9
2014,"In",10
2014,"In",23
2011,"Out",26.4
2014,"In",70
2012,"In",37.05
2012,"Out",28.15
2014,"In",52.43
2014,"Out",53.46
2014,"In",53.48
2009,"In",94.05
2013,"In",56.33
2014,"In",44.7
2011,"In",62.3
2012,"In",79.8
2011,"In",37.45
2012,"In",47
2011,"Out",19.89
2011,"In",97.5
2013,"In",90.44
2012,"In",82.13
2014,"In",67.5
2014,"In",45
2009,"In",66
2013,"In",33.26
2013,"In",45
2013,"In",94.2
2014,"In",98.56
2008,"In",16.52
2009,"In",55.8
2014,"In",39.95
2014,"In",45
2014,"In",53.2
2012,"Out",88.91
2012,"In",45.82
2011,"In",30.6
2013,"In",65.76
2008,"In",50.8
2009,"Out",23.1
2012,"In",28.89
2012,"In",39.2
2012,"In",47.6
2010,"In",35.07
2014,"In",66
2011,"Out",59.4
2011,"In",87.12
2012,"In",56.16
2013,"In",82.68
2011,"Out",29.7
2012,"In",114.07
2010,"In",50.8
2014,"In",47
2012,"Out",171.68
2010,"Out",38.5
2012,"In",327.56
2010,"In",42
2011,"In",35.37
2014,"In",106.04
2012,"Out",50.4
2013,"In",170
2010,"Out",31.2
2011,"In",42.48
2009,"Out",82.6
2014,"In",118.06
2011,"In",64.97
2006,"Out",27.63
2014,"In",94.76
2014,"In",49.68
2014,"In",66
2013,"In",60.45
2010,"In",25.56
2010,"In",18.4
2010,"In",66
2011,"In",31.68
2012,"In",24
2014,"In",127.88
2012,"In",109.99
2011,"In",36.45
2009,"Out",44
2014,"In",40.56
2013,"In",26.24
2009,"Out",36.73
2010,"In",35.44
2011,"Out",55.86
2014,"In",87.57
2013,"In",52.74
2010,"In",43.5
2009,"In",35.49
2012,"In",82.9
2014,"In",39.52
2010,"Out",34.3
2011,"In",44.12
2012,"Out",42
2010,"In",68.26
2014,"In",39.75
2010,"In",68.58
2013,"In",70.47
2013,"In",106.03
2012,"In",33
2013,"In",0
2010,"Out",43.31
2010,"In",45.92
2009,"In",41.35
2004,"In",35.74
2011,"In",68.5
2008,"In",33
2012,"In",62.1
2011,"Out",35.67
2012,"In",37.06
2012,"In",35.98
2013,"In",27.69
2013,"Out",50.84
2011,"In",46.9
2011,"In",84.7
2013,"In",102.2
2010,"Out",31.76
2014,"In",70.8
2010,"In",74.18
2014,"In",72
2012,"In",98.24
2011,"Out",68.35
2013,"In",95
2008,"Out",72.94
2014,"In",40
2009,"In",80.78
2014,"In",98.55
2009,"In",58.16
2014,"In",67.5
2012,"In",34.56
2011,"In",126.27
2008,"Out",49.5
2008,"Out",30.5
2008,"In",35.5
2011,"Out",59.5
2009,"Out",67.08
2014,"In",24.99
2012,"Out",91.21
2013,"In",16.58
2012,"In",22.9
2012,"In",29.28
2013,"Out",35.18
2006,"In",25.65
2014,"In",19.61
2014,"In",10.31
2008,"Out",40.02
2010,"Out",95.22
2009,"Out",36.75
2009,"In",46.92
1993,"In",22.4
2012,"Out",28.41
2007,"Out",118.32
2010,"In",126.12
2004,"Out",135.53
2004,"In",125.13
2012,"In",88.71
2014,"In",35.42
2011,"Out",24
2013,"In",87.62
2010,"In",121.62
2005,"Out",54.06
2014,"In",86.33
2010,"Out",27.9
2007,"Out",0
2012,"In",76.2
2014,"In",46.45
2010,"In",20.6
2012,"In",20
2011,"Out",22.79
2013,"In",9.78
2012,"In",25.09
2012,"In",134.62
2003,"Out",0
2014,"In",89
2011,"In",6.6
2014,"Out",13.77
2014,"In",98.69
2014,"In",110.03
2014,"In",62.88
2011,"In",64.2
2007,"In",20.93
2013,"In",63
2014,"Out",0
2014,"In",65.96
2014,"In",70.07
2014,"In",319.86
2014,"In",159.5
2014,"In",286.31
2014,"In",174.3
1980,"In",121.04
2014,"Out",95.7
2014,"In",167.52
2014,"In",301.32
2012,"In",125.4
2014,"In",16
2011,"In",111.6
2014,"In",0
2014,"In",180.38
2014,"In",171.99
2014,"In",170.22
2014,"In",117.09
2014,"In",194.14
2014,"In",99.2
2014,"In",227.3
2010,"In",144.98
2014,"In",243.41
2014,"In",127.57
2014,"In",173.6
2012,"In",130.5
2014,"In",73.88
2014,"In",48.23
2014,"In",216
2014,"In",216.19
2014,"In",105.68
2011,"In",286.37
2014,"In",126.75
2011,"In",374.32
2014,"In",247.24
2014,"In",139.65
2014,"In",116.8
2014,"In",135.2
2014,"In",341.07
2014,"In",191.6
2009,"In",118.52
2014,"In",237.12
2014,"In",183.06
2014,"In",159.9
2014,"In",182.7
2014,"In",157.36
2014,"In",154.53
2014,"In",65.62
2014,"In",132.75
2014,"In",190.09
2014,"In",66
2014,"In",45.6
2014,"In",31.56
2013,"In",51.1
2010,"In",33
2014,"Out",24.49
2014,"In",21.73
2014,"In",30
2014,"In",38.47
2014,"In",26.13
2014,"In",15.85
2014,"In",20.28
2014,"In",54.77
2014,"In",80.97
2010,"Out",29
2014,"In",115.55
2013,"In",62.43
2004,"Out",76
2013,"In",62.56
2012,"Out",108.62
2010,"In",33
2005,"In",76.03
2010,"In",15.37
2013,"In",136.48
2014,"In",18.72
2012,"In",207.02
2014,"In",152.95
2012,"In",251.03
2012,"In",276
2011,"In",133.65
2012,"In",170.94
2013,"In",45.79
2011,"Out",187.72
2004,"Out",5.94
2004,"Out",29.7
2013,"In",161.24
2011,"Out",170.83
2013,"In",179.41
2012,"In",165
2010,"Out",297.52
2008,"In",116.17
2013,"In",183.08
2013,"In",127.17
2013,"In",295.65
2014,"In",298.8
2013,"In",240.53
2013,"In",202.4
2009,"In",148.54
2011,"In",121.6
2014,"In",207.07
2014,"In",196.59
2012,"In",115.5
2013,"In",241.31
2008,"In",14.78
2014,"In",15.16
2012,"In",12.16
2012,"Out",141.9
2012,"In",112.2
2011,"In",113.85
2012,"In",56.6
2013,"Out",268.57
2014,"In",214.5
2013,"In",320.64
2009,"In",171.6
2010,"In",144
2013,"In",144.3
2014,"In",77
2012,"In",213.9
2012,"In",769.48
2014,"In",330
2013,"In",225.22
2011,"In",248.11
2013,"In",72.7
2013,"In",193.08
2010,"In",115.5
2009,"In",150
2014,"In",662.43
2014,"In",148.76
2014,"In",217.97
2014,"In",128.7
2013,"In",178.2
2014,"In",189.63
2012,"In",209.6
2013,"In",271.94
2013,"In",273.71
2013,"Out",0
2010,"In",153.49
2013,"In",116
2011,"In",355
2014,"In",164.99
2013,"In",303.7
2013,"In",40.39
2014,"In",130
2013,"In",412.06
2014,"In",294.54
2012,"In",148.8
2014,"In",237.65
2011,"In",144.3
2014,"In",23.16
2010,"In",151
2011,"Out",195.03
2013,"In",108
2014,"In",141.3
2010,"In",71.28
2014,"In",247.37
2011,"In",112.1
2012,"In",422.3
2014,"In",328.65
2014,"In",155
2013,"In",218.38
2010,"In",67.77
2001,"In",130.78
2013,"In",150.17
2012,"In",151.2
2010,"In",122.73
2014,"In",0
2014,"In",210
2012,"In",115.43
2012,"In",222.32
2011,"In",162.91
2013,"In",332.83
2014,"In",300.3
2012,"In",159
2014,"In",258.72
2010,"In",167.98
2010,"In",131.04
2014,"In",239.18
2014,"In",262.92
2014,"In",132.04
2014,"In",223.6
2006,"In",395.59
2014,"In",194.04
2013,"In",233.99
2012,"In",102.11
2011,"In",181.25
2013,"In",115.7
2010,"In",111.65
2012,"In",166.93
2011,"In",143.99
2011,"Out",368.96
2014,"In",282.19
2014,"In",73.61
2001,"In",98.25
2014,"In",204.6
2013,"In",172.87
2013,"In",304.6
2012,"In",328.01
2014,"In",161.16
2012,"In",335
2011,"In",192.8
2011,"In",218.28
2012,"In",185.3
2009,"In",0
2013,"In",279.19
2014,"In",402.48
2010,"In",70.63
2012,"In",211.2
2013,"In",251.7
2013,"In",349.43
2011,"In",198
2013,"In",284.51
2014,"In",173.63
2011,"In",245.04
2011,"In",168
2014,"In",4.8
2007,"In",19.36
2014,"In",269.85
2013,"In",512.16
2014,"In",299.74
2013,"In",338
2014,"In",201.1
2014,"In",141.69
2012,"In",26.07
2010,"In",197.06
2012,"In",116
2014,"In",145.04
2014,"In",114
2013,"In",208.15
2012,"Out",183.63
2012,"In",278
2011,"In",198
2014,"In",46.44
2010,"In",130.72
2009,"In",288.79
2010,"In",194.74
2009,"In",285.04
2010,"In",0
2014,"In",182.36
2012,"In",198.42
2010,"In",115.89
2010,"In",179.06
2007,"Out",145.3
2010,"In",181.54
2011,"In",178
2010,"Out",212
2012,"In",52.06
2014,"In",186.72
2011,"In",290
2013,"In",118.8
2010,"In",198
2010,"Out",120.44
2011,"In",158
2012,"In",160.48
2014,"In",353.89
2014,"In",217.78
2013,"In",289.85
2009,"Out",0
2012,"In",143.99
2013,"In",179.43
2010,"In",306.18
2014,"In",92.13
2013,"In",191.4
2011,"In",92.38
2012,"In",173.4
2012,"In",183.5
2014,"In",486.48
2013,"In",227.57
2009,"In",104.83
2014,"In",104.1
2013,"In",132.02
2014,"In",244
2013,"In",214.48
2014,"In",137.06
2012,"In",90
2014,"In",157.65
2012,"In",59.99
2014,"In",240.6
2013,"In",167.88
2011,"In",288.93
2014,"In",458.84
2011,"In",215
2014,"In",213.76
2011,"In",29.58
2011,"In",132
2013,"In",287.93
2009,"In",109.44
2013,"In",189.67
2013,"In",215.91
2014,"In",194.01
2014,"In",221.86
2013,"In",188.1
2012,"In",148.2
2013,"In",296.26
2011,"In",184.54
2010,"In",277.69
2013,"In",96.46
2013,"In",194.49
2013,"In",263.81
2011,"In",237.28
2014,"In",91.78
2014,"In",139.67
2014,"In",115
2013,"In",104.8
2010,"In",187
2011,"In",135.6
2014,"In",154.44
2014,"In",107.87
2014,"In",198
2013,"In",109.12
2012,"In",763.86
2012,"In",237.8
2012,"In",208.36
2012,"In",255.44
2014,"In",399.86
2011,"In",99.63
2012,"In",403.8
2014,"In",210
2006,"In",108.96
2010,"In",173.6
2010,"In",276
2011,"In",247.12
2009,"In",352.25
2013,"In",178.58
2014,"In",257.96
2012,"In",163.89
2014,"In",280.22
2014,"In",432.73
2012,"In",109.58
2013,"In",222.49
2013,"In",297.92
2013,"In",234.16
2014,"In",192
2014,"In",329.4
2014,"In",174.22
2012,"In",529.08
2014,"In",224
2013,"In",124.29
2012,"In",244
2010,"Out",105.6
2013,"In",224.4
2009,"In",282.13
2013,"In",118.6
2014,"In",398.1
2012,"In",114.82
2013,"In",264.74
2009,"In",241.81
2012,"In",141.67
2011,"In",145.33
2011,"Out",0
2014,"In",118.11
2009,"In",286.02
2014,"In",357.18
2014,"In",144.5
2011,"In",204.93
2012,"In",110.8
2011,"In",155
2011,"In",153.01
2013,"In",130.15
2011,"In",161.7
2010,"In",290.44
2013,"In",267.63
2014,"In",161.28
2013,"In",209.52
2012,"In",124.95
2014,"In",107.11
2012,"In",264.33
2014,"In",230.35
2011,"In",236.36
2014,"In",198.03
2014,"In",264
2014,"In",206.2
2013,"In",318.4
2014,"In",295.25
2014,"In",212.08
2012,"In",165
2013,"In",111.41
2014,"In",222.86
2014,"In",263
2013,"In",173.34
2006,"In",103.1
2009,"Out",309.88
2012,"In",145.58
2012,"In",447.03
2014,"In",247.2
2013,"In",111.06
2010,"In",114.03
2011,"Out",27.3
2012,"In",27.3
2014,"In",244.49
2013,"In",316.92
2011,"In",315.47
2010,"In",348.68
2014,"In",166.2
2010,"In",362.81
2010,"In",131.14
2012,"In",623
2012,"In",428.38
2013,"In",364
2010,"In",114.4
2011,"In",239.3
2012,"In",183.93
2011,"In",164.82
2009,"In",156.23
2013,"In",162.44
2014,"In",257.95
2011,"In",141.7
2014,"In",221.4
2011,"In",308.23
2014,"In",178.47
2014,"In",119.49
2006,"In",159.22
2013,"In",426.84
2010,"In",220
2010,"In",126.16
2013,"In",157.92
2014,"In",0
2012,"In",98.1
2014,"In",526.81
2012,"In",221.88
2014,"In",115.25
2013,"In",291.3
2014,"In",314.38
2014,"In",215
2014,"In",320.19
2012,"In",285.71
2011,"In",193.49
2012,"In",203.04
2013,"In",155.37
2003,"In",98.75
2014,"In",160.22
2011,"In",212.66
2012,"In",183.44
2012,"In",233.23
2014,"In",120
2014,"In",137.5
2014,"In",167
2009,"In",117.09
2012,"In",143.72
2013,"In",227.51
2010,"In",64.44
2014,"In",312.6
2013,"In",231.6
2014,"In",278.13
2011,"In",185.52
2010,"In",223.29
2011,"In",258.55
2009,"In",136.22
2011,"In",175.2
2009,"Out",248.67
2014,"In",410.36
2010,"In",83.47
2014,"In",297.06
2014,"In",272.25
2013,"In",297.66
2013,"In",197.55
2014,"In",228.04
2012,"In",181.18
2010,"In",55.05
2013,"In",112.48
2010,"In",218.05
2010,"In",94.83
2014,"In",146.7
2014,"In",159.11
2008,"In",56.8
2013,"In",133
2008,"Out",102.7
2014,"In",285.6
2013,"In",258.91
2014,"In",213.13
2011,"In",261.4
2011,"In",268.1
2013,"In",330.94
2014,"In",254.24
2014,"In",148.5
2013,"In",132.38
2012,"In",208.12
2010,"Out",140.8
2010,"In",60
2011,"Out",0
2011,"In",66
2011,"In",242.2
2014,"In",188.64
2013,"In",208.27
2008,"In",318.74
2012,"In",268.26
2014,"In",144.6
2011,"In",127
2014,"In",351.28
2011,"In",157.42
2012,"In",303.6
2011,"In",195.58
2014,"In",334.8
2010,"In",194.99
2014,"In",334.8
2014,"In",160.4
2012,"In",265.97
2013,"In",11.5
2013,"In",272.73
2010,"In",136.94
2010,"In",155.38
2010,"Out",125.53
2014,"In",382.6
2014,"In",216
2013,"In",221.22
2013,"In",266.47
2013,"In",244.2
2010,"In",99.11
2012,"In",552.3
2011,"In",63.03
2011,"In",172.29
2012,"In",241.93
2014,"In",265.8
2011,"In",210
2013,"In",266.9
2014,"In",63.45
2014,"In",26.16
2011,"Out",26.66
2013,"In",22.5
2013,"In",39.6
1994,"Out",60.4
2011,"In",26.4
2011,"Out",30
2009,"Out",72.28
2012,"In",170
2013,"In",91.7
2011,"In",90
2012,"In",26
2010,"In",109.95
2012,"Out",47.56
2011,"Out",80
2012,"Out",18.8
2014,"In",138.51
1994,"Out",79
2013,"In",37.44
2014,"In",64.15
2014,"In",104.64
2008,"Out",265.04
2011,"In",126.17
2011,"Out",62.4
2006,"Out",35.18
2004,"Out",0
1993,"In",198.97
2014,"In",13.5
2009,"In",41.86
2006,"In",99.17
2013,"In",23.1
2011,"In",23.1
2013,"In",17.88
2012,"In",92.01
2011,"Out",70.72
2007,"In",29
2005,"Out",43
2014,"In",22
2003,"Out",273.03
2013,"In",160.18
2013,"In",19
2010,"Out",49.5
2013,"In",53.83
2010,"In",118.86
2005,"Out",6.6
2006,"Out",84.14
2010,"Out",27.51
2010,"Out",40.08
2014,"Out",58.68
2004,"Out",11.7
2004,"Out",20.93
2013,"In",67.15
2014,"In",24
2011,"Out",121.18
2014,"In",62.7
2014,"In",106.2
2002,"Out",5.88
2006,"Out",28.8
2014,"In",15.9
2014,"In",23.55
2014,"In",7.75
2010,"Out",25.74
2012,"In",30
2010,"In",54.12
2011,"Out",28.12
2012,"In",92.4
2011,"In",27.4
2012,"In",6.61
2014,"In",5.3
2009,"In",85.4
2013,"In",35.52
2013,"In",24
2012,"In",11.55
2013,"In",95.86
2012,"Out",16
2014,"In",94.33
2014,"In",4.68
2012,"In",54.54
2014,"In",60.36
2012,"In",33.32
2009,"Out",45
2013,"In",38.64
2011,"In",30
2014,"In",33
2003,"Out",29
2011,"In",39.69
2013,"Out",42.84
2014,"In",34.5
2014,"In",65.59
2014,"In",23.1
2012,"In",50
2003,"Out",82.5
2006,"Out",32.33
2006,"Out",138.13
2010,"Out",31
2013,"In",164.63
2004,"Out",0
2006,"Out",30.5
2006,"Out",185.09
2012,"In",5.32
2012,"In",30.4
2012,"Out",28.5
2010,"In",100.88
2012,"Out",8.39
2013,"In",47.58
2007,"Out",118.92
2011,"In",92.89
2014,"In",90
2003,"Out",8.75
2012,"In",182.4
2010,"Out",40.13
2010,"In",50.68
2011,"Out",46.2
2011,"In",43.95
2011,"In",54.6
2009,"Out",52.44
2014,"In",35.15
1994,"Out",67.86
2012,"Out",59.08
2011,"Out",50.84
2013,"In",71.72
2014,"In",63.62
2014,"In",47.44
2013,"In",49.16
2012,"In",43
2011,"Out",42.88
2011,"In",49
2011,"Out",29.6
2013,"In",85.17
2013,"In",18.72
2001,"Out",25.9
2003,"Out",6.6
2003,"Out",3.3
2012,"Out",68.3
2012,"In",22.4
2011,"In",3
2010,"In",65.7
2011,"In",115.92
2007,"Out",63.68
2008,"Out",160
2003,"Out",24
2014,"In",43
2011,"Out",33.92
2013,"In",90.96
2003,"Out",0
2013,"In",19.31
2013,"In",101.64
2014,"In",104.88
2011,"In",32.1
2011,"In",28.6
2014,"In",66
2005,"Out",7.03
2010,"In",32
2013,"In",36.01
2012,"Out",76.88
2012,"In",80.7
2010,"Out",54.5
2011,"In",20
2014,"In",24
2010,"Out",46.3
2013,"In",20.1
2012,"In",112.62
2010,"In",8.12
2009,"In",32.26
2006,"Out",46.76
2005,"Out",33.3
2009,"Out",7.75
2014,"In",21.27
2011,"In",39
2006,"Out",263.72
2013,"Out",121.86
2004,"Out",167
